Id,DatasetID,IndividualID,OriginalID,OriginalTraitName,OriginalTraitDef,StandardisedTraitName,StandardisedTraitDef,OriginalTraitValue,OriginalTraitUnit,OriginalErrorPos,OriginalErrorNeg,OriginalErrorUnit,StandardisedTraitValue,StandardisedTraitUnit,Replicates,Habitat,LabField,AmbientTemp,AmbientTempMethod,AmbientTempUnit,SecondStressor,SecondStressorDef,SecondStressorValue,SecondStressorUnit,TimeStart,TimeEnd,TotalObsTimeValue,TotalObsTimeUnit,TotalObsTimeNotes,Location,LocationType,LocationDate,LocationDatePrecision,CoordinateType,Latitude,Longitude,Interactor1,Interactor1Common,Interactor1Wholepart,Interactor1Number,Interactor1Kingdom,Interactor1Phylum,Interactor1Class,Interactor1Order,Interactor1Family,Interactor1Genus,Interactor1Species,Interactor1Stage,Interactor1Sex,Interactor1Temp,Interactor1TempUnit,Interactor1TempMethod,Interactor1GrowthTemp,Interactor1GrowthTempUnit,Interactor1GrowthDur,Interactor1GrowthdDurUnit,Interactor1GrowthType,Interactor1Acc,Interactor1AccTemp,Interactor1AccTime,Interactor1AccTimeUnit,Interactor1OrigTempNotes,Interactor1OrigTime,Interactor1OrigTimeUnit,Interactor1Size,Interactor1SizeUnit,Interactor1SizeType,Interactor1SizeSI,Interactor1SizeUnitSI,Interactor1DenValue,Interactor1DenUnit,Interactor2Common,Interactor2Kingdom,Interactor2Phylum,Interactor2Class,Interactor2Order,Interactor2Family,Interactor2Genus,Interactor2Species,Interactor2Stage,Interactor2Temp,Interactor2TempUnit,Interactor2GrowthTemp,Interactor2GrowthTempUnit,FigureTable,Citation,DOI,CuratedByCitation,CuratedByDOI,SubmittedBy,ContributorEmail,Notes,DefaultChartXaxis,DefaultChartCategory,EmbargoReleaseDate,cluster_id,version
134240,1488,,PENA006,Longevity,"sum of all life stage periods in study (pre-reproductive, reproductive, and post-reproductive)",,,88.2,days,8.7,8.7,ee,,,,terrestrial,laboratory,,,,,,,,,,,,,"Colegio de Postgraduados, Texcoco, Mexico",colony,,0,,,,Melanaphis sorghi,sorghum aphid,,40.0,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Melanaphis,sorghi,,,5.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,"Pena-Martinez et al. 2024. Comparative biology and life tables of sorghum aphid Melanaphis sorghi (Theobald) (Hemiptera: Aphididae) from Mexico, at different temperatures. Phytoparasitica 52, 33",DOI: 10.1007/s12600-024-01152-8,,,Cat Lippi,catlippi@vt.edu,,Interactor1Temp,Location,29/02/2024,8,v1
134247,1489,,SUN001,development time,mean nymphal development time,,,13.89,days,0.32,0.32,se,,,3.0,terrestrial,laboratory,,,,,,,,,,,,,Suzhou China,colony collection site,02/01/2018,3,decimal,31.3,120.619444,Sitobion miscanthi,,,20.0,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Sitobion,miscanthi,nymph,,17.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sun et al. 2022. Effects of Different Temperatures on the Development and Reproduction of Sitobion miscanthi From Six Different Regions in China. Frontiers in Ecology and Evolution. 10,10.3389/fevo.2022.794495,,,Cat Lippi,catlippi@vt.edu,specimens collected from February to April 2018,Interactor1Temp,Location,01/01/2022,6,v1
134265,1490,,SUN002,adult longevity,lifespan of adult aphids,,,10.78,days,0.37,0.37,se,,,3.0,terrestrial,laboratory,,,,,,,,,,,,,Suzhou China,colony collection site,02/01/2018,3,decimal,31.3,120.619444,Sitobion miscanthi,,,20.0,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Sitobion,miscanthi,adult,,17.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sun et al. 2022. Effects of Different Temperatures on the Development and Reproduction of Sitobion miscanthi From Six Different Regions in China. Frontiers in Ecology and Evolution. 10,10.3389/fevo.2022.794495,,,Cat Lippi,catlippi@vt.edu,specimens collected from February to April 2018,Interactor1Temp,Location,01/01/2022,8,v1
134283,1491,,SUN003,aphid longevity,lifespan of aphids,,,24.72,days,0.14,0.14,se,,,3.0,terrestrial,laboratory,,,,,,,,,,,,,Suzhou China,colony collection site,02/01/2018,3,decimal,31.3,120.619444,Sitobion miscanthi,,,20.0,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Sitobion,miscanthi,,,17.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sun et al. 2022. Effects of Different Temperatures on the Development and Reproduction of Sitobion miscanthi From Six Different Regions in China. Frontiers in Ecology and Evolution. 10,10.3389/fevo.2022.794495,,,Cat Lippi,catlippi@vt.edu,specimens collected from February to April 2018,Interactor1Temp,Location,01/01/2022,-1,v1
134301,1492,,SUN004,fecundity,number of aphids produced,,,38.72,number of offspring,2.96,2.96,se,,,3.0,terrestrial,laboratory,,,,,,,,,,,,,Suzhou China,colony collection site,02/01/2018,3,decimal,31.3,120.619444,Sitobion miscanthi,,,20.0,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Sitobion,miscanthi,,,17.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sun et al. 2022. Effects of Different Temperatures on the Development and Reproduction of Sitobion miscanthi From Six Different Regions in China. Frontiers in Ecology and Evolution. 10,10.3389/fevo.2022.794495,,,Cat Lippi,catlippi@vt.edu,specimens collected from February to April 2018,Interactor1Temp,Location,01/01/2022,28,v1
134319,1493,,POZp1t1,body size,mean of weight (unfed),,,0.045,mg,0.001,0.001,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Sinai Peninsula Egypt,field,,0,decimal,29.5,33.833333,Hyalomma schulzei,,,100.0,Animalia,Anthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,Schulzei,larval,,29.0,Celsius,,29.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table1,Shoukry et al. (2000). Bionomics of ticks collected from Sinai Peninsula Egypt. 1. Biology of Hyalomma schulzei (Olenev) (Acari: Ixodidae) under laboratory conditions. Egyptian Journal of Biology 2,,,,Piper Zimmerman,poz3615@vt.edu,,Unplottable,,01/01/2000,18,v1
134320,1494,,POZp1t2,body size,mean of weight (engorged),,,57.97,mg,1.32,1.32,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Sinai Peninsula Egypt,field,,0,decimal,29.5,33.833333,Hyalomma schulzei,,,100.0,Animalia,Anthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,Schulzei,Nymph,,29.0,Celsius,,29.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Shoukry et al. (2000). Bionomics of ticks collected from Sinai Peninsula Egypt. 1. Biology of Hyalomma schulzei (Olenev) (Acari: Ixodidae) under laboratory conditions. Egyptian Journal of Biology 2,,,,Piper Zimmerman,poz3615@vt.edu,,Unplottable,,01/01/2000,18,v1
134324,1495,,POZp1t3,hypostome length,mean length of hypostome (appendage on the mouth),,,0.14,mm,0.01,0.01,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Sinai Peninsula Egypt,field,,0,decimal,29.5,33.833333,Hyalomma schulzei,,,100.0,Animalia,Anthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,Schulzei,larval,,29.0,Celsius,,29.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Shoukry et al. (2000). Bionomics of ticks collected from Sinai Peninsula Egypt. 1. Biology of Hyalomma schulzei (Olenev) (Acari: Ixodidae) under laboratory conditions. Egyptian Journal of Biology 2,,,,Piper Zimmerman,poz3615@vt.edu,,Unplottable,,01/01/2000,-1,v1
134328,1496,,POZp1t4,body length,mean length (unfed ),,,0.69,mm,0.0,0.0,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Sinai Peninsula Egypt,field,,0,decimal,29.5,33.833333,Hyalomma schulzei,,,100.0,Animalia,Anthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,Schulzei,larval,,29.0,Celsius,,29.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Shoukry et al. (2000). Bionomics of ticks collected from Sinai Peninsula Egypt. 1. Biology of Hyalomma schulzei (Olenev) (Acari: Ixodidae) under laboratory conditions. Egyptian Journal of Biology 2,,,,Piper Zimmerman,poz3615@vt.edu,,Unplottable,,01/01/2000,17,v1
134329,1497,,POZp1t5,body length,mean length (engorged ),,,7.05,mm,0.12,0.12,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Sinai Peninsula Egypt,field,,0,decimal,29.5,33.833333,Hyalomma schulzei,,,100.0,Animalia,Anthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,Schulzei,nymph,,29.0,Celsius,,29.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Shoukry et al. (2000). Bionomics of ticks collected from Sinai Peninsula Egypt. 1. Biology of Hyalomma schulzei (Olenev) (Acari: Ixodidae) under laboratory conditions. Egyptian Journal of Biology 2,,,,Piper Zimmerman,poz3615@vt.edu,,Unplottable,,01/01/2000,17,v1
134333,1498,,POZp1t6,body width,mean width (unfed),,,0.55,mm,0.05,0.05,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Sinai Peninsula Egypt,field,,0,decimal,29.5,33.833333,Hyalomma schulzei,,,100.0,Animalia,Anthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,Schulzei,larval,,29.0,Celsius,,29.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Shoukry et al. (2000). Bionomics of ticks collected from Sinai Peninsula Egypt. 1. Biology of Hyalomma schulzei (Olenev) (Acari: Ixodidae) under laboratory conditions. Egyptian Journal of Biology 2,,,,Piper Zimmerman,poz3615@vt.edu,,Unplottable,,01/01/2000,-1,v1
134334,1499,,POZp1t7,body width,mean width (engorged),,,5.6,mm,0.05,0.05,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Sinai Peninsula Egypt,field,,0,decimal,29.5,33.833333,Hyalomma schulzei,,,100.0,Animalia,Anthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,Schulzei,nymph,,29.0,Celsius,,29.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Shoukry et al. (2000). Bionomics of ticks collected from Sinai Peninsula Egypt. 1. Biology of Hyalomma schulzei (Olenev) (Acari: Ixodidae) under laboratory conditions. Egyptian Journal of Biology 2,,,,Piper Zimmerman,poz3615@vt.edu,,Unplottable,,01/01/2000,-1,v1
134338,1500,,POZp1t8,development time,mean duration of incubation period,,,72.29,days,1.3,1.3,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Sinai Peninsula Egypt,field,,0,decimal,29.5,33.833333,Hyalomma schulzei,,,25.0,Animalia,Anthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,Schulzei,egg,,21.0,Celsius,,29.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 2,Shoukry et al. (2000). Bionomics of ticks collected from Sinai Peninsula Egypt. 1. Biology of Hyalomma schulzei (Olenev) (Acari: Ixodidae) under laboratory conditions. Egyptian Journal of Biology 2,,,,Piper Zimmerman,poz3615@vt.edu,,Interactor1Temp,Location,01/01/2000,6,v1
134342,1501,,POZp1t9,development time,mean duration of attachment period,,,22.15,days,0.65,0.65,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Sinai Peninsula Egypt,field,,0,decimal,29.5,33.833333,Hyalomma schulzei,,,150.0,Animalia,Anthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,Schulzei,larval,,21.0,Celsius,,29.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 2,Shoukry et al. (2000). Bionomics of ticks collected from Sinai Peninsula Egypt. 1. Biology of Hyalomma schulzei (Olenev) (Acari: Ixodidae) under laboratory conditions. Egyptian Journal of Biology 2,,,,Piper Zimmerman,poz3615@vt.edu,,Interactor1Temp,Location,01/01/2000,6,v1
134346,1502,,POZp1t10,development time,mean duration of premoulting period,,,85.08,days,1.8,1.8,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Sinai Peninsula Egypt,field,,0,decimal,29.5,33.833333,Hyalomma schulzei,,,150.0,Animalia,Anthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,Schulzei,Nymph,,21.0,Celsius,,29.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 2,Shoukry et al. (2000). Bionomics of ticks collected from Sinai Peninsula Egypt. 1. Biology of Hyalomma schulzei (Olenev) (Acari: Ixodidae) under laboratory conditions. Egyptian Journal of Biology 2,,,,Piper Zimmerman,poz3615@vt.edu,,Interactor1Temp,Location,01/01/2000,6,v1
134350,1503,,POZp1t11,feeding period,mean duration of feeding period,,,15.6,days,0.57,0.57,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Sinai Peninsula Egypt,field,,0,decimal,29.5,33.833333,Hyalomma schulzei,,,50.0,Animalia,Anthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,Schulzei,adult,female,21.0,Celsius,,29.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 2,Shoukry et al. (2000). Bionomics of ticks collected from Sinai Peninsula Egypt. 1. Biology of Hyalomma schulzei (Olenev) (Acari: Ixodidae) under laboratory conditions. Egyptian Journal of Biology 2,,,,Piper Zimmerman,poz3615@vt.edu,,Interactor1Temp,Location,01/01/2000,21,v1
134354,1504,,POZp1t12,preoviposition period,mean days in preoviposition,,,72.33,days,1.32,1.32,se,,,,terrestrial,laboratory,,,,,,,,,,,,,Sinai Peninsula Egypt,field,,0,decimal,29.5,33.833333,Hyalomma schulzei,,,50.0,Animalia,Anthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,Schulzei,adult,female,21.0,Celsius,,29.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 2,Shoukry et al. (2000). Bionomics of ticks collected from Sinai Peninsula Egypt. 1. Biology of Hyalomma schulzei (Olenev) (Acari: Ixodidae) under laboratory conditions. Egyptian Journal of Biology 2,,,,Piper Zimmerman,poz3615@vt.edu,,Interactor1Temp,Location,01/01/2000,26,v1
134362,1506,TTS46,SWE001,longevity,individual-level duration of adult female life stage,,,92.1,days,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,"Beirut, Lebanon",colony,,0,decimal,33.88863,35.49548,Hyalomma aegyptium,tortoise tick,,1.0,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,aegyptium,adult,female,15.0,Celsius,,25.0,Celsius,,,,,,,,,,,,,,,,,,European hedgehog,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,europaeus,,,,,,figure 10,Sweatman. 1968. Temperature and humidity effects on the oviposition of Hyalomma aegyptium ticks of different engorgement weights. J Med Entomol. 5(4):429-39,doi: 10.1093/jmedent/5.4.429,,,Alicia Arneson,aga98@vt.edu,data were digitzed from a plot using webPlotDigitizer,Interactor1Temp,Location,01/01/1968,8,v1
134376,1507,TSS01,SWE002,preoviposition period,individual-level duration of prereproductive period (end of feeding until oviposition),,,18.8,days,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,"Beirut, Lebanon",colony,,0,decimal,33.88863,35.49548,Hyalomma aegyptium,tortoise tick,,1.0,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,aegyptium,adult,female,15.0,Celsius,,25.0,Celsius,,,,,,,,,,,,,,,,,,Egyptian tortoise,Animalia,Chordata,Reptilia,Testudines,Testudinae,Testudo,kleinmanni,,,,,,figure 11,Sweatman. 1968. Temperature and humidity effects on the oviposition of Hyalomma aegyptium ticks of different engorgement weights. J Med Entomol. 5(4):429-39,doi: 10.1093/jmedent/5.4.429,,,Alicia Arneson,aga98@vt.edu,data were digitzed from a plot using webPlotDigitizer,Interactor1Temp,Location,01/01/1968,26,v1
134407,1508,TTT01,SWE003,ovipositional period,individual-level duration of reproductive period,,,15.2,days,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,"Beirut, Lebanon",colony,,0,decimal,33.88863,35.49548,Hyalomma aegyptium,tortoise tick,,1.0,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,aegyptium,adult,female,15.0,Celsius,,25.0,Celsius,,,,,,,,,,,,,,,,,,Egyptian tortoise,Animalia,Chordata,Reptilia,Testudines,Testudinae,Testudo,kleinmanni,,,,,,figure 12,Sweatman. 1968. Temperature and humidity effects on the oviposition of Hyalomma aegyptium ticks of different engorgement weights. J Med Entomol. 5(4):429-39,doi: 10.1093/jmedent/5.4.429,,,Alicia Arneson,aga98@vt.edu,data were digitzed from a plot using webPlotDigitizer,Interactor1Temp,Location,01/01/1968,27,v1
134468,1510,,SWE005,fecundity rate,maximum number of eggs produced in a single day by an individual female,,,301.0,eggs individual-1 day-1,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,"Beirut, Lebanon",colony,,0,decimal,33.88863,35.49548,Hyalomma aegyptium,tortoise tick,,1.0,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,aegyptium,adult,female,20.0,Celsius,,25.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 13,Sweatman. 1968. Temperature and humidity effects on the oviposition of Hyalomma aegyptium ticks of different engorgement weights. J Med Entomol. 5(4):429-39,doi: 10.1093/jmedent/5.4.429,,,Alicia Arneson,aga98@vt.edu,data were digitzed from a plot using webPlotDigitizer,Interactor1Temp,Location,01/01/1968,29,v1
134499,1511,,SWE006,peak fecundity,day post engorgement on which an individual female laid most eggs,,,17.9,days,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,"Beirut, Lebanon",colony,,0,decimal,33.88863,35.49548,Hyalomma aegyptium,tortoise tick,,1.0,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,aegyptium,adult,female,15.0,Celsius,,25.0,Celsius,,,,,,,,,,,,,,,,,,Egyptian tortoise,Animalia,Chordata,Reptilia,Testudines,Testudinae,Testudo,kleinmanni,,,,,,figure 14,Sweatman. 1968. Temperature and humidity effects on the oviposition of Hyalomma aegyptium ticks of different engorgement weights. J Med Entomol. 5(4):429-39,doi: 10.1093/jmedent/5.4.429,,,Alicia Arneson,aga98@vt.edu,data were digitzed from a plot using webPlotDigitizer,Interactor1Temp,Location,01/01/1968,-1,v1
134526,1512,,SWE007,body size,mean wet mass of an individual tick post engorgement,,,724.7,mg,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,"Beirut, Lebanon",colony,,0,decimal,33.88863,35.49548,Hyalomma aegyptium,tortoise tick,,1.0,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,aegyptium,adult,female,20.0,Celsius,,25.0,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 15,Sweatman. 1968. Temperature and humidity effects on the oviposition of Hyalomma aegyptium ticks of different engorgement weights. J Med Entomol. 5(4):429-39,doi: 10.1093/jmedent/5.4.429,,,Alicia Arneson,aga98@vt.edu,data were digitzed from a plot using webPlotDigitizer,Interactor1Temp,Location,01/01/1968,18,v1
134554,1513,,AAR18,survival rate,percentage of starved larval ticks that survived to the days listed,,,100.0,percent,,,,,,1.0,terrestrial,laboratory,,,,relative humidity,,95.0,percent,,,0.0,days,,"Ein Kerem, Jerusalem",experiment,,0,decimal,31.768056,35.162222,Hyalomma savignyi,,whole,,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,savignyi,larvae,indeterminate,17.5,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 1,Feldman-Musham. 1947. Resistance of larvae and nymphs of hyalomma savignyi gerv to various conditions of temperture and humidity. Parasitology 38:3.,10.1017/s0031182000023039,,,Alicia Arneson,aga98@vt.edu,No sample sizes were included in the manuscript.,Interactor1Temp,SecondStressorValue,01/01/1947,15,v1
134778,1514,,AAR20,survival time,mean survival time of fasting nymphs,,,13.7,days,0.43,0.43,probable error,,,1.0,terrestrial,laboratory,,,,relative humidity,,20.0,percent,,,,,,"Ein Kerem, Jerusalem",experiment,,0,decimal,31.768056,35.162222,Hyalomma savignyi,,whole,,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,savignyi,larvae,indeterminate,17.5,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Feldman-Musham. 1947. Resistance of larvae and nymphs of hyalomma savignyi gerv to various conditions of temperture and humidity. Parasitology 38:3.,10.1017/s0031182000023039,,,Alicia Arneson,aga98@vt.edu,No sample sizes were included in the manuscript.,Interactor1Temp,SecondStressorValue,01/01/1947,16,v1
134833,1518,,KNI001,Pre-Oviposition Period,Pre-oviposition period of ticks held at constant temperature,,,7.1,days,0.23,0.23,SE,,,,terrestrial,laboratory,,,,,,,,,,,,,"Grahamstown, South Africa",field,,0,,-33.3,26.53,Hyalomma marginatum rufipes koch,,,13.0,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,marginatum rufipes,adult,female,26.0,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 143,Knight. 1978. The life cycle of the tick Hyalomma marginatum rufipes Koch (Acarina: Ixodidae) under laboratory conditions. The Journal of parasitology. 143-146.,https://doi.org/10.2307/3279627,,,Joe Harrison,joeh24@vt.edu,,Unplottable,,01/01/1978,26,v1
134834,1519,,KNI002,Oviposition Rate,mean number of eggs per female,,,441.3369857,eggs,39.04929484,39.93307255,SE,,,,terrestrial,laboratory,,,,,,,,1,,,Days,Days since starting Oviposition,"Grahamstown, South Africa",field,,0,,-33.3,26.53,Hyalomma marginatum rufipes koch,,,13.0,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,marginatum rufipes,adult,female,26.0,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 1,Knight. 1978. The life cycle of the tick Hyalomma marginatum rufipes Koch (Acarina: Ixodidae) under laboratory conditions. The Journal of parasitology. 143-146.,https://doi.org/10.2307/3279627,,,Joe Harrison,joeh24@vt.edu,,Unplottable,,01/01/1978,-1,v1
134852,1520,knight01,KNI003,Weight,Weight of eggs laid by an individual engorged female raised at constant temp,,,0.019691792,g,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,"Grahamstown, South Africa",field,,0,,-33.3,26.53,Hyalomma marginatum rufipes koch,,,1.0,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,marginatum rufipes,adult,female,26.0,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 2,Knight. 1978. The life cycle of the tick Hyalomma marginatum rufipes Koch (Acarina: Ixodidae) under laboratory conditions. The Journal of parasitology. 143-146.,https://doi.org/10.2307/3279627,,,Joe Harrison,joeh24@vt.edu,,Unplottable,,01/01/1978,11,v1
134885,1521,knight01,KNI004,Weight,Weight of an individual engorged female in grams held at constant temperature,,,0.12044537,g,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,"Grahamstown, South Africa",field,,0,,-33.3,26.53,Hyalomma marginatum rufipes koch,,,1.0,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,marginatum rufipes,adult,female,26.0,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 2,Knight. 1978. The life cycle of the tick Hyalomma marginatum rufipes Koch (Acarina: Ixodidae) under laboratory conditions. The Journal of parasitology. 143-146.,https://doi.org/10.2307/3279627,,,Joe Harrison,joeh24@vt.edu,,Unplottable,,01/01/1978,11,v1
134918,1522,,KNI005,Weight,mean weight of larvae during their feeding period,,,0.035331457,mg,,,,,,,terrestrial,laboratory,,,,,,,,0,,,days,Days after attatchment to rabbit,"Grahamstown, South Africa",field,,0,,-33.31,26.526667,Hyalomma marginatum rufipes koch,,,,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,marginatum rufipes,larvae,indeterminate,26.0,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 3,Knight. 1978. The life cycle of the tick Hyalomma marginatum rufipes Koch (Acarina: Ixodidae) under laboratory conditions. The Journal of parasitology. 143-146.,https://doi.org/10.2307/3279627,,,Joe Harrison,joeh24@vt.edu,,Unplottable,,01/01/1978,11,v1
134935,1523,,KNI006,Weight,mean weight of nymphs during their feeding period,,,0.429786215,mg,,,,,,,terrestrial,laboratory,,,,,,,,12,,,days,Days after attatchment to rabbit,"Grahamstown, South Africa",field,,0,,-33.31,26.526667,Hyalomma marginatum rufipes koch,,,,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,marginatum rufipes,nymph,indeterminate,26.0,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 3,Knight. 1978. The life cycle of the tick Hyalomma marginatum rufipes Koch (Acarina: Ixodidae) under laboratory conditions. The Journal of parasitology. 143-146.,https://doi.org/10.2307/3279627,,,Joe Harrison,joeh24@vt.edu,,Unplottable,,01/01/1978,11,v1
134944,1524,,KNI007,Weight,mean weight of engorged nymphs moulting to males,,,23.1,mg,0.748,0.748,SE,,,,terrestrial,laboratory,,,,,,,,,,,,,"Grahamstown, South Africa",field,,0,,-33.31,26.526667,Hyalomma marginatum rufipes koch,,,57.0,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,marginatum rufipes,nymph,male,26.0,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 144,Knight. 1978. The life cycle of the tick Hyalomma marginatum rufipes Koch (Acarina: Ixodidae) under laboratory conditions. The Journal of parasitology. 143-146.,https://doi.org/10.2307/3279627,,,Joe Harrison,joeh24@vt.edu,reported interactor1number is 114 for males and female combined. Assuming equal split,Unplottable,,01/01/1978,11,v1
134946,1525,,KNI008,Incubation Period,Incubation period of ticks held at constant temperature,,,29.3,days,2.96,2.96,SE,,,,terrestrial,laboratory,,,,,,,,,,,,,"Grahamstown, South Africa",field,,0,,-33.31,26.526667,Hyalomma marginatum rufipes koch,,,,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,marginatum rufipes,egg,indeterminate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 143,Knight. 1978. The life cycle of the tick Hyalomma marginatum rufipes Koch (Acarina: Ixodidae) under laboratory conditions. The Journal of parasitology. 143-146.,https://doi.org/10.2307/3279627,,,Joe Harrison,joeh24@vt.edu,unsure if incubation period studied for each egg -- interactor1number is perhaps the sum of the average daily oviposition times the number (13) of females,Unplottable,,01/01/1978,4,v1
134947,1526,,KNI009,Molting Period ,number of days required for an individual engorged nymph to molt into an adult,,,18.0,days,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,"Grahamstown, South Africa",field,,0,,-33.31,26.526667,Hyalomma marginatum rufipes koch,,,1.0,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Hyalomma,marginatum rufipes,nymph,male,26.0,celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,table 1,Knight. 1978. The life cycle of the tick Hyalomma marginatum rufipes Koch (Acarina: Ixodidae) under laboratory conditions. The Journal of parasitology. 143-146.,https://doi.org/10.2307/3279627,,,Joe Harrison,joeh24@vt.edu,interactor1number is the total number of individuals emerging on the day listed in originaltraitvalue. For an individual level data set duplicate each row interactor1number times,Unplottable,,01/01/1978,23,v1
